ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,YEARS_BIRTH,YEARS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009130,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.12,1.18,1,0,0,0,,1.0
5009134,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.38,-1000.67,1,0,0,0,,1.0
5009141,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,26.46,4.27,1,1,1,0,Managers,2.0
5009145,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.36,10.19,1,1,1,0,Managers,2.0
5009150,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.36,10.19,1,1,1,0,Managers,2.0
5009151,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.63,7.95,1,0,0,0,Sales staff,2.0
5009152,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.63,7.95,1,0,0,0,Sales staff,2.0
5009154,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.63,7.95,1,0,0,0,Sales staff,2.0
5009155,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.63,7.95,1,0,0,0,Sales staff,2.0
5009156,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.63,7.95,1,0,0,0,Sales staff,2.0
5009158,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.63,7.95,1,0,0,0,Sales staff,2.0
5009160,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.63,7.95,1,0,0,0,Sales staff,2.0
5009161,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.63,7.95,1,0,0,0,Sales staff,2.0
5009177,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.21,3.44,1,0,0,0,Laborers,2.0
5009182,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.21,3.44,1,0,0,0,Laborers,2.0
5009183,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.21,3.44,1,0,0,0,Laborers,2.0
5009190,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.15,15.87,1,1,1,0,Managers,2.0
5009192,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.15,15.87,1,1,1,0,Managers,2.0
5009198,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.41,23.79,1,1,1,0,Accountants,2.0
5009208,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.41,23.79,1,1,1,0,Accountants,2.0
5009215,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33.79,2.36,1,1,1,0,Accountants,2.0
5009220,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.18,2.19,1,1,0,0,Managers,2.0
5009224,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.18,2.19,1,1,0,0,Managers,2.0
5009232,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.18,2.19,1,1,0,0,Managers,2.0
5009238,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.07,2.69,1,0,1,0,Drivers,2.0
5009242,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52.28,14.36,1,0,1,0,Core staff,1.0
5009249,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.28,2.52,1,1,0,0,Drivers,3.0
5009251,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.28,2.52,1,1,0,0,Drivers,3.0
5009253,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.28,2.52,1,1,0,0,Drivers,3.0
5009260,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39.9,3.53,1,0,1,0,Core staff,2.0
5009261,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39.9,3.53,1,0,1,0,Core staff,2.0
5009268,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.13,4.53,1,1,1,0,Managers,2.0
5009269,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.13,4.53,1,1,1,0,Managers,2.0
5009280,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,13.19,1,0,1,0,Cleaning staff,2.0
5009284,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,13.19,1,0,1,0,Cleaning staff,2.0
5009293,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,13.19,1,0,1,0,Cleaning staff,2.0
5009294,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,13.19,1,0,1,0,Cleaning staff,2.0
5009295,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.65,-1000.67,1,0,1,0,,2.0
5009302,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.44,-1000.67,1,0,0,0,,1.0
5009307,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.18,-1000.67,1,0,1,1,,2.0
5009308,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.18,-1000.67,1,0,1,1,,2.0
5009309,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.18,-1000.67,1,0,1,1,,2.0
5009319,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.18,-1000.67,1,0,1,1,,2.0
5009366,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,40.73,1.61,1,1,0,0,Drivers,2.0
5009378,F,N,N,2,225000.0,Working,Higher education,Married,House / apartment,30.91,4.78,1,1,0,1,Core staff,4.0
5009393,M,N,N,0,279000.0,State servant,Higher education,Single / not married,House / apartment,30.25,8.7,1,0,0,0,Core staff,1.0
5009396,F,N,N,1,76500.0,Working,Higher education,Civil marriage,House / apartment,34.26,1.36,1,1,0,0,Accountants,3.0
5009397,F,N,N,1,76500.0,Working,Higher education,Civil marriage,House / apartment,34.26,1.36,1,1,0,0,Accountants,3.0
5009399,F,N,N,1,76500.0,Working,Higher education,Civil marriage,House / apartment,34.26,1.36,1,1,0,0,Accountants,3.0
5009400,F,N,N,1,76500.0,Working,Higher education,Civil marriage,House / apartment,34.26,1.36,1,1,0,0,Accountants,3.0
5009401,F,N,N,1,76500.0,Working,Higher education,Civil marriage,House / apartment,34.26,1.36,1,1,0,0,Accountants,3.0
5009403,M,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.45,0.69,1,1,1,0,Security staff,2.0
5112901,M,N,N,0,234000.0,Working,Incomplete higher,Married,House / apartment,38.15,6.27,1,1,1,0,Drivers,2.0
5009435,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,54.63,-1000.67,1,0,1,0,,2.0
5009451,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,47.33,3.69,1,0,1,0,Laborers,2.0
5009452,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,47.33,3.69,1,0,1,0,Laborers,2.0
5009454,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,47.33,3.69,1,0,1,0,Laborers,2.0
5009456,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,47.33,3.69,1,0,1,0,Laborers,2.0
5009465,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,53.98,27.04,1,1,1,0,,2.0
5009468,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,53.98,27.04,1,1,1,0,,2.0
5009472,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,53.98,27.04,1,1,1,0,,2.0
5009487,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,26.67,7.86,1,0,0,0,,4.0
5009488,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,26.67,7.86,1,0,0,0,,4.0
5009489,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,26.67,7.86,1,0,0,0,,4.0
5009492,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.37,17.04,1,1,1,0,Laborers,2.0
5009493,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,32.07,3.19,1,1,0,1,Drivers,2.0
5009495,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,32.07,3.19,1,1,0,1,Drivers,2.0
5009500,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,32.07,3.19,1,1,0,1,Drivers,2.0
5009512,F,N,N,0,157500.0,Working,Incomplete higher,Married,House / apartment,46.27,7.36,1,0,0,0,Core staff,2.0
5009517,F,N,N,0,157500.0,Working,Incomplete higher,Married,House / apartment,46.27,7.36,1,0,0,0,Core staff,2.0
5009519,M,Y,N,2,180000.0,Working,Incomplete higher,Married,House / apartment,34.15,5.95,1,1,0,0,Laborers,4.0
5009535,F,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.23,2.69,1,0,1,0,,2.0
5009536,M,Y,N,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,42.34,2.44,1,1,0,0,Laborers,2.0
5009537,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.54,4.78,1,1,1,0,Sales staff,2.0
5009554,F,N,N,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.54,26.71,1,0,0,0,Laborers,2.0
5009559,F,N,N,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.54,26.71,1,0,0,0,Laborers,2.0
5009571,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,41.52,8.61,1,1,1,0,Laborers,2.0
5009575,F,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,46.78,2.19,1,0,0,0,Accountants,2.0
5009583,F,N,N,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,32.01,1.86,1,0,0,0,Sales staff,1.0
5009600,F,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,47.62,2.44,1,1,1,0,Core staff,2.0
5009602,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,36.86,7.53,1,1,1,0,Sales staff,2.0
5009620,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.21,0.27,1,1,0,0,Drivers,2.0
5009622,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.21,0.27,1,1,0,0,Drivers,2.0
5009623,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.21,0.27,1,1,0,0,Drivers,2.0
5009625,F,N,N,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,52.89,9.03,1,1,0,0,Laborers,2.0
5009627,F,N,N,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,52.89,9.03,1,1,0,0,Laborers,2.0
5009628,F,N,N,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,52.89,9.03,1,1,0,0,Laborers,2.0
5009629,F,N,N,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,52.89,9.03,1,1,0,0,Laborers,2.0
5009631,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,27.1,5.61,1,0,1,0,Laborers,2.0
5009637,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.7,-1000.67,1,0,1,0,,2.0
5009639,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.7,-1000.67,1,0,1,0,,2.0
5009647,M,N,N,0,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.24,10.03,1,1,0,0,Low-skill Laborers,1.0
5009651,F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,51.1,29.96,1,0,1,0,,2.0
5009654,F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,51.1,29.96,1,0,1,0,,2.0
5009656,F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,51.1,29.96,1,0,1,0,,2.0
5009658,F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,51.1,29.96,1,0,1,0,,2.0
5009660,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,27.85,4.86,1,1,0,0,,1.0
5009661,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,27.85,4.86,1,1,0,0,,1.0
5009662,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,27.85,4.86,1,1,0,0,,1.0
5009664,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,52.58,-1000.67,1,0,0,0,,1.0
5009665,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,52.58,-1000.67,1,0,0,0,,1.0
5009666,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,52.58,-1000.67,1,0,0,0,,1.0
5009673,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.42,-1000.67,1,0,1,0,,1.0
5009676,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.42,-1000.67,1,0,1,0,,1.0
5009677,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.42,-1000.67,1,0,1,0,,1.0
5009680,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.42,-1000.67,1,0,1,0,,1.0
5009683,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.42,-1000.67,1,0,1,0,,1.0
5009684,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.42,-1000.67,1,0,1,0,,1.0
5009686,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.42,-1000.67,1,0,1,0,,1.0
5009687,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.42,-1000.67,1,0,1,0,,1.0
5090752,M,Y,N,0,1350000.0,Commercial associate,Higher education,Married,Municipal apartment,35.61,4.27,1,0,1,1,Managers,2.0
5009705,F,N,N,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.16,-1000.67,1,0,0,0,,2.0
5009715,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25.7,4.69,1,1,1,0,,1.0
5009717,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25.7,4.69,1,1,1,0,,1.0
5009722,F,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.92,12.19,1,1,1,0,,1.0
5009724,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,27.09,6.78,1,0,1,0,Sales staff,2.0
5009727,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,27.09,6.78,1,0,1,0,Sales staff,2.0
5009732,F,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,52.99,20.04,1,1,1,0,Managers,2.0
5009733,F,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,52.99,20.04,1,1,1,0,Managers,2.0
5009734,F,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,52.99,20.04,1,1,1,0,Managers,2.0
5009746,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,37.14,1.61,1,1,1,0,,2.0
5009751,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,37.14,1.61,1,1,1,0,,2.0
5090754,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,37.14,1.61,1,1,1,0,,2.0
5009757,M,Y,N,0,270000.0,Working,Higher education,Single / not married,House / apartment,24.9,4.61,1,0,0,0,Laborers,1.0
5009783,M,Y,N,2,445500.0,State servant,Higher education,Married,Municipal apartment,40.84,18.7,1,1,0,0,Core staff,4.0
5009784,M,Y,N,2,445500.0,State servant,Higher education,Married,Municipal apartment,40.84,18.7,1,1,0,0,Core staff,4.0
5009792,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.28,-1000.67,1,0,1,0,,1.0
5009804,F,Y,N,0,382500.0,Working,Higher education,Married,House / apartment,42.29,10.86,1,1,1,0,,2.0
5009810,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,32.36,8.95,1,1,1,0,Sales staff,3.0
5009831,M,Y,N,0,166500.0,Working,Higher education,Married,With parents,28.59,4.69,1,1,0,0,Core staff,2.0
5009833,M,Y,N,0,166500.0,Working,Higher education,Married,With parents,28.59,4.69,1,1,0,0,Core staff,2.0
5009836,M,Y,N,0,166500.0,Working,Higher education,Married,With parents,28.59,4.69,1,1,0,0,Core staff,2.0
5009839,M,Y,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.62,1.11,1,0,0,0,Laborers,2.0
5009845,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,43.56,0.36,1,1,0,0,Security staff,2.0
5009846,M,N,N,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,33.65,1.11,1,0,1,0,Managers,2.0
5009853,M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,With parents,28.15,1.52,1,1,1,0,Drivers,1.0
5009858,M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,With parents,28.15,1.52,1,1,1,0,Drivers,1.0
5009859,M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,With parents,28.15,1.52,1,1,1,0,Drivers,1.0
5009866,M,Y,N,0,225000.0,Working,Higher education,Civil marriage,Rented apartment,39.88,3.36,1,1,0,0,Managers,2.0
5009868,M,Y,N,0,225000.0,Working,Higher education,Civil marriage,Rented apartment,39.88,3.36,1,1,0,0,Managers,2.0
5009872,M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,41.49,17.53,1,1,0,0,Managers,4.0
5009900,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.38,10.03,1,0,0,0,Drivers,2.0
5009903,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.38,10.03,1,0,0,0,Drivers,2.0
5009906,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.38,10.03,1,0,0,0,Drivers,2.0
5009909,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.38,10.03,1,0,0,0,Drivers,2.0
5009910,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.38,10.03,1,0,0,0,Drivers,2.0
5009911,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.38,10.03,1,0,0,0,Drivers,2.0
5009915,F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,34.94,1.19,1,0,1,0,Accountants,4.0
5009919,F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,34.94,1.19,1,0,1,0,Accountants,4.0
5009929,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,54.68,20.45,1,0,0,0,Laborers,2.0
5009946,F,Y,Y,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,34.77,12.19,1,0,0,0,Cooking staff,4.0
5009947,F,Y,Y,2,90000.0,State servant,Secondary / secondary special,Married,House / apartment,34.77,12.19,1,0,0,0,Cooking staff,4.0
5009954,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.04,21.04,1,0,0,0,,2.0
