ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,YEARS_BIRTH,YEARS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5008889,F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,46.62,3.69,1,0,0,0,Core staff,1.0
5008891,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008914,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008916,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008918,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008920,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008922,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008926,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008928,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008929,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008930,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008931,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008932,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008933,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008934,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008935,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008936,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008937,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008938,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008939,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008940,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,42.52,8.86,1,0,0,0,Laborers,1.0
5008943,F,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,37.38,13.28,1,0,1,0,High skill tech staff,2.0
5008947,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.42,3.86,1,1,1,0,Drivers,2.0
5008949,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.42,3.86,1,1,1,0,Drivers,2.0
5008950,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.42,3.86,1,1,1,0,Drivers,2.0
5008953,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.28,7.69,1,0,0,0,,3.0
5008954,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.28,7.69,1,0,0,0,,3.0
5008955,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,48.73,4.69,1,0,0,0,Laborers,2.0
5008958,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,48.73,4.69,1,0,0,0,Laborers,2.0
5008959,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,48.73,4.69,1,0,0,0,Laborers,2.0
5008966,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,43.91,2.44,1,0,1,0,,2.0
5008967,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,43.91,2.44,1,0,1,0,,2.0
5008973,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,43.91,2.44,1,0,1,0,,2.0
5008976,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.15,-1000.67,1,0,0,0,,2.0
5008977,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.15,-1000.67,1,0,0,0,,2.0
5008981,M,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,57.19,6.52,1,0,1,0,Drivers,2.0
5008984,M,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,57.19,6.52,1,0,1,0,Drivers,2.0
5008986,M,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,57.19,6.52,1,0,1,0,Drivers,2.0
5008988,M,Y,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,57.19,6.52,1,0,1,0,Drivers,2.0
5008992,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,45.43,3.27,1,1,1,0,Cleaning staff,1.0
5008993,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,45.43,3.27,1,1,1,0,Cleaning staff,1.0
5008994,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,45.43,3.27,1,1,1,0,Cleaning staff,1.0
5009012,M,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,51.85,17.19,1,1,1,0,Laborers,2.0
5009019,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,42.31,8.53,1,0,0,1,,4.0
5009024,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,42.31,8.53,1,0,0,1,,4.0
5009027,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.41,29.71,1,0,0,1,Laborers,2.0
5009031,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.92,3.27,1,0,0,0,Accountants,1.0
5009032,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.92,3.27,1,0,0,0,Accountants,1.0
5009033,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,51.18,-1000.67,1,0,0,0,,2.0
5009035,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,51.18,-1000.67,1,0,0,0,,2.0
5009037,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,51.18,-1000.67,1,0,0,0,,2.0
5009038,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,51.18,-1000.67,1,0,0,0,,2.0
5009039,F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,39.25,1.52,1,0,0,0,Core staff,3.0
5009040,F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,39.25,1.52,1,0,0,0,Core staff,3.0
5009042,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,48.33,2.44,1,0,0,0,Core staff,2.0
5009046,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,48.33,2.44,1,0,0,0,Core staff,2.0
5009047,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,48.33,2.44,1,0,0,0,Core staff,2.0
5009057,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,24.28,2.44,1,1,0,0,Drivers,1.0
5009058,F,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,20.52,2.18,1,0,1,1,Private service staff,1.0
5009060,F,N,Y,0,94500.0,Pensioner,Higher education,Married,House / apartment,61.18,-1000.67,1,0,1,0,,2.0
5009063,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.63,5.69,1,0,0,0,Sales staff,2.0
5009064,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.63,5.69,1,0,0,0,Sales staff,2.0
5009065,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.63,5.69,1,0,0,0,Sales staff,2.0
5009066,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.63,5.69,1,0,0,0,Sales staff,2.0
5009068,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.63,5.69,1,0,0,0,Sales staff,2.0
5009074,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,48.56,1.94,1,0,1,1,Core staff,3.0
5009080,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,27.57,8.69,1,0,0,1,Laborers,2.0
5009084,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,56.25,15.7,1,0,0,0,Drivers,2.0
5009089,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,40.36,8.19,1,0,0,0,Laborers,4.0
5009090,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,34.6,11.03,1,0,0,0,Drivers,2.0
5009092,M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,33.42,3.27,1,1,0,0,Managers,3.0
5009094,M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,33.42,3.27,1,1,0,0,Managers,3.0
5009095,M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,33.42,3.27,1,1,0,0,Managers,3.0
5009100,F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,36.36,1.52,1,0,0,0,Managers,1.0
5009104,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.23,11.11,1,0,1,0,Drivers,4.0
5009105,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.23,11.11,1,0,1,0,Drivers,4.0
5009106,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35.23,11.11,1,0,1,0,Drivers,4.0
5009108,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.98,7.53,1,0,0,0,Security staff,2.0
5009110,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,24.22,0.85,1,0,0,1,High skill tech staff,2.0
5009139,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.38,-1000.67,1,0,0,0,,1.0
5009142,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,26.46,4.27,1,1,1,0,Managers,2.0
5009143,M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,50.11,-1000.67,1,0,0,0,,2.0
5009149,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.36,10.19,1,1,1,0,Managers,2.0
5009163,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.38,8.7,1,0,1,0,Sales staff,2.0
5009166,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35.38,8.7,1,0,1,0,Sales staff,2.0
5009178,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.21,3.44,1,0,0,0,Laborers,2.0
5009180,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.21,3.44,1,0,0,0,Laborers,2.0
5009181,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50.21,3.44,1,0,0,0,Laborers,2.0
5009186,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.15,15.87,1,1,1,0,Managers,2.0
5009187,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.15,15.87,1,1,1,0,Managers,2.0
5009188,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.15,15.87,1,1,1,0,Managers,2.0
5009189,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.15,15.87,1,1,1,0,Managers,2.0
5009201,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.41,23.79,1,1,1,0,Accountants,2.0
5009202,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.41,23.79,1,1,1,0,Accountants,2.0
5009204,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.41,23.79,1,1,1,0,Accountants,2.0
5009205,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.41,23.79,1,1,1,0,Accountants,2.0
5009206,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.41,23.79,1,1,1,0,Accountants,2.0
5009209,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.41,23.79,1,1,1,0,Accountants,2.0
5009213,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33.79,2.36,1,1,1,0,Accountants,2.0
5009216,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33.79,2.36,1,1,1,0,Accountants,2.0
5009217,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33.79,2.36,1,1,1,0,Accountants,2.0
5009226,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.18,2.19,1,1,0,0,Managers,2.0
5009227,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.18,2.19,1,1,0,0,Managers,2.0
5009234,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.18,2.19,1,1,0,0,Managers,2.0
5009236,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40.18,2.19,1,1,0,0,Managers,2.0
5009241,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29.07,2.69,1,0,1,0,Drivers,2.0
5009243,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52.28,14.36,1,0,1,0,Core staff,1.0
5009244,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52.28,14.36,1,0,1,0,Core staff,1.0
5009246,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.91,5.86,1,0,1,0,,2.0
5009250,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.28,2.52,1,1,0,0,Drivers,3.0
5009255,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,43.75,24.62,1,0,0,0,Cleaning staff,1.0
5009262,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39.9,3.53,1,0,1,0,Core staff,2.0
5009263,F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39.9,3.53,1,0,1,0,Core staff,2.0
5009266,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.13,4.53,1,1,1,0,Managers,2.0
5009270,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.69,1,0,1,0,Laborers,2.0
5009272,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.69,1,0,1,0,Laborers,2.0
5009275,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.69,1,0,1,0,Laborers,2.0
5009276,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40.5,6.69,1,0,1,0,Laborers,2.0
5009278,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,13.19,1,0,1,0,Cleaning staff,2.0
5009281,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,13.19,1,0,1,0,Cleaning staff,2.0
5009287,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,13.19,1,0,1,0,Cleaning staff,2.0
5009289,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,13.19,1,0,1,0,Cleaning staff,2.0
5009290,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,13.19,1,0,1,0,Cleaning staff,2.0
5009292,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.48,13.19,1,0,1,0,Cleaning staff,2.0
5009296,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.65,-1000.67,1,0,1,0,,2.0
5009297,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44.11,5.11,1,0,1,0,Laborers,1.0
5009299,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44.11,5.11,1,0,1,0,Laborers,1.0
5009300,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44.11,5.11,1,0,1,0,Laborers,1.0
5009301,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44.11,5.11,1,0,1,0,Laborers,1.0
5009304,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.44,-1000.67,1,0,0,0,,1.0
5009305,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.44,-1000.67,1,0,0,0,,1.0
5009313,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.18,-1000.67,1,0,1,1,,2.0
5009314,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.18,-1000.67,1,0,1,1,,2.0
5009315,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.18,-1000.67,1,0,1,1,,2.0
5009316,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.18,-1000.67,1,0,1,1,,2.0
5009325,M,Y,N,0,267750.0,Working,Higher education,Married,House / apartment,57.51,12.95,1,0,1,0,Laborers,2.0
5009335,F,N,N,0,139500.0,Working,Higher education,Separated,House / apartment,44.39,19.45,1,0,0,0,Managers,1.0
5009338,M,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,51.16,14.53,1,1,1,0,Security staff,2.0
5009344,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,29.45,6.69,1,0,0,0,High skill tech staff,2.0
5009345,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,29.45,6.69,1,0,0,0,High skill tech staff,2.0
5009346,M,Y,N,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,29.45,6.69,1,0,0,0,High skill tech staff,2.0
5009349,M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,57.96,0.36,1,0,1,0,Drivers,2.0
5009354,M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,57.96,0.36,1,0,1,0,Drivers,2.0
5009355,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.95,14.45,1,1,1,0,Laborers,2.0
5009358,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.95,14.45,1,1,1,0,Laborers,2.0
5009359,F,Y,N,0,900000.0,Working,Higher education,Single / not married,House / apartment,52.23,20.28,1,0,0,0,Managers,1.0
5009360,F,Y,N,0,900000.0,Working,Higher education,Single / not married,House / apartment,52.23,20.28,1,0,0,0,Managers,1.0
5009362,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,40.73,1.61,1,1,0,0,Drivers,2.0
5009363,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,40.73,1.61,1,1,0,0,Drivers,2.0
5009364,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,40.73,1.61,1,1,0,0,Drivers,2.0
5009365,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,40.73,1.61,1,1,0,0,Drivers,2.0
5009367,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,40.73,1.61,1,1,0,0,Drivers,2.0
5009370,M,Y,N,0,115290.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.53,-1000.67,1,0,1,1,,2.0
5009373,M,Y,N,0,115290.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.53,-1000.67,1,0,1,1,,2.0
5009381,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,25.84,3.27,1,1,0,0,Sales staff,3.0
5009383,F,N,N,0,450000.0,State servant,Higher education,Married,House / apartment,40.32,15.28,1,0,1,0,Managers,2.0
5009386,F,N,N,0,450000.0,State servant,Higher education,Married,House / apartment,40.32,15.28,1,0,1,0,Managers,2.0
5009387,F,N,N,0,450000.0,State servant,Higher education,Married,House / apartment,40.32,15.28,1,0,1,0,Managers,2.0
5009391,M,N,N,0,279000.0,State servant,Higher education,Single / not married,House / apartment,30.25,8.7,1,0,0,0,Core staff,1.0
5009394,M,N,N,0,279000.0,State servant,Higher education,Single / not married,House / apartment,30.25,8.7,1,0,0,0,Core staff,1.0
5009395,M,N,N,0,279000.0,State servant,Higher education,Single / not married,House / apartment,30.25,8.7,1,0,0,0,Core staff,1.0
5009402,M,N,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.45,0.69,1,1,1,0,Security staff,2.0
5009404,F,N,N,2,67500.0,Commercial associate,Higher education,Married,House / apartment,28.3,1.19,1,0,1,0,Core staff,4.0
5009405,M,N,N,0,234000.0,Working,Incomplete higher,Married,House / apartment,38.15,6.27,1,1,1,0,Drivers,2.0
5009406,M,N,N,0,234000.0,Working,Incomplete higher,Married,House / apartment,38.15,6.27,1,1,1,0,Drivers,2.0
5009408,M,N,N,0,234000.0,Working,Incomplete higher,Married,House / apartment,38.15,6.27,1,1,1,0,Drivers,2.0
5009410,M,N,N,0,234000.0,Working,Incomplete higher,Married,House / apartment,38.15,6.27,1,1,1,0,Drivers,2.0
5009415,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.89,1.27,1,1,1,0,Core staff,1.0
5009416,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.89,1.27,1,1,1,0,Core staff,1.0
5009417,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.89,1.27,1,1,1,0,Core staff,1.0
5009418,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.89,1.27,1,1,1,0,Core staff,1.0
5009420,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.89,1.27,1,1,1,0,Core staff,1.0
5009423,F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,53.61,2.78,1,0,0,0,Security staff,2.0
5009425,M,N,N,0,108000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,22.42,3.61,1,1,0,0,Cooking staff,1.0
5009426,M,N,N,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,54.64,-1000.67,1,0,0,0,,2.0
5009427,M,N,N,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,54.64,-1000.67,1,0,0,0,,2.0
5009428,M,N,N,0,198000.0,Working,Secondary / secondary special,Single / not married,With parents,23.72,3.19,1,1,0,0,Laborers,1.0
